unit,sex,age,geo,time,values,week,year,date,datum_fiktivni,max,min
NR,T,TOTAL,CZ,2009W08,2370,8,2009,2009-02-22,2020-02-22,2754,2083
NR,T,TOTAL,CZ,2009W07,2411,7,2009,2009-02-15,2020-02-15,2732,2054
NR,T,TOTAL,CZ,2009W06,2438,6,2009,2009-02-08,2020-02-08,2640,2024
NR,T,TOTAL,CZ,2009W05,2313,5,2009,2009-02-01,2020-02-01,2598,2091
NR,T,TOTAL,CZ,2009W04,2336,4,2009,2009-01-25,2020-01-25,2761,2011
NR,T,TOTAL,CZ,2009W03,2254,3,2009,2009-01-18,2020-01-18,2833,1997
NR,T,TOTAL,CZ,2009W02,2258,2,2009,2009-01-11,2020-01-11,2811,1978
NR,T,TOTAL,CZ,2009W01,2107,1,2009,2009-01-04,2020-01-04,2763,2099
NR,T,TOTAL,CZ,2008W52,1967,52,2008,2008-12-28,2020-12-28,2620,1967
NR,T,TOTAL,CZ,2008W51,2166,51,2008,2008-12-21,2020-12-21,2435,1951
NR,T,TOTAL,CZ,2008W50,2057,50,2008,2008-12-14,2020-12-14,2226,1926
NR,T,TOTAL,CZ,2008W49,2070,49,2008,2008-12-07,2020-12-07,2241,1986
NR,T,TOTAL,CZ,2008W48,2077,48,2008,2008-11-30,2020-11-30,2153,1903
NR,T,TOTAL,CZ,2008W47,1981,47,2008,2008-11-23,2020-11-23,2173,1865
NR,T,TOTAL,CZ,2008W46,1935,46,2008,2008-11-16,2020-11-16,2231,1911
NR,T,TOTAL,CZ,2008W45,1937,45,2008,2008-11-09,2020-11-09,2110,1881
NR,T,TOTAL,CZ,2008W44,1969,44,2008,2008-11-02,2020-11-02,2148,1862
NR,T,TOTAL,CZ,2008W43,1945,43,2008,2008-10-26,2020-10-26,2139,1945
NR,T,TOTAL,CZ,2008W42,1924,42,2008,2008-10-19,2020-10-19,2142,1924
NR,T,TOTAL,CZ,2008W41,1994,41,2008,2008-10-12,2020-10-12,2197,1988
NR,T,TOTAL,CZ,2008W40,1994,40,2008,2008-10-05,2020-10-05,2235,1920
NR,T,TOTAL,CZ,2008W39,1893,39,2008,2008-09-28,2020-09-28,2157,1874
NR,T,TOTAL,CZ,2008W38,1858,38,2008,2008-09-21,2020-09-21,2134,1834
NR,T,TOTAL,CZ,2008W37,1881,37,2008,2008-09-14,2020-09-14,2026,1877
NR,T,TOTAL,CZ,2008W36,1968,36,2008,2008-09-07,2020-09-07,2029,1849
NR,T,TOTAL,CZ,2008W35,1872,35,2008,2008-08-31,2020-08-31,2151,1715
NR,T,TOTAL,CZ,2008W34,1873,34,2008,2008-08-24,2020-08-24,2078,1813
NR,T,TOTAL,CZ,2008W33,1858,33,2008,2008-08-17,2020-08-17,2521,1757
NR,T,TOTAL,CZ,2008W32,1870,32,2008,2008-08-10,2020-08-10,2156,1758
NR,T,TOTAL,CZ,2008W31,2081,31,2008,2008-08-03,2020-08-03,2379,1712
NR,T,TOTAL,CZ,2008W30,1971,30,2008,2008-07-27,2020-07-27,2171,1770
NR,T,TOTAL,CZ,2008W29,1753,29,2008,2008-07-20,2020-07-20,2214,1753
NR,T,TOTAL,CZ,2008W28,1833,28,2008,2008-07-13,2020-07-13,2218,1833
NR,T,TOTAL,CZ,2008W27,2010,27,2008,2008-07-06,2020-07-06,2101,1777
NR,T,TOTAL,CZ,2008W26,2024,26,2008,2008-06-29,2020-06-29,2067,1790
NR,T,TOTAL,CZ,2008W25,2010,25,2008,2008-06-22,2020-06-22,2338,1761
NR,T,TOTAL,CZ,2008W24,1861,24,2008,2008-06-15,2020-06-15,2145,1861
NR,T,TOTAL,CZ,2008W23,1910,23,2008,2008-06-08,2020-06-08,2183,1836
NR,T,TOTAL,CZ,2008W22,1989,22,2008,2008-06-01,2020-06-01,2093,1830
NR,T,TOTAL,CZ,2008W21,1929,21,2008,2008-05-25,2020-05-25,2069,1892
NR,T,TOTAL,CZ,2008W20,2012,20,2008,2008-05-18,2020-05-18,2025,1876
NR,T,TOTAL,CZ,2008W19,1927,19,2008,2008-05-11,2020-05-11,2093,1904
NR,T,TOTAL,CZ,2008W18,2043,18,2008,2008-05-04,2020-05-04,2102,1897
NR,T,TOTAL,CZ,2008W17,2043,17,2008,2008-04-27,2020-04-27,2258,1957
NR,T,TOTAL,CZ,2008W16,2030,16,2008,2008-04-20,2020-04-20,2192,1949
NR,T,TOTAL,CZ,2008W15,2161,15,2008,2008-04-13,2020-04-13,2272,1948
NR,T,TOTAL,CZ,2008W14,2253,14,2008,2008-04-06,2020-04-06,2448,1953
NR,T,TOTAL,CZ,2008W13,2103,13,2008,2008-03-30,2020-03-30,2383,2027
NR,T,TOTAL,CZ,2008W12,2120,12,2008,2008-03-23,2020-03-23,2607,2045
NR,T,TOTAL,CZ,2008W11,2123,11,2008,2008-03-16,2020-03-16,2782,2020
NR,T,TOTAL,CZ,2008W10,2063,10,2008,2008-03-09,2020-03-09,2994,2032
NR,T,TOTAL,CZ,2008W09,2081,9,2008,2008-03-02,2020-03-02,2819,2011
NR,T,TOTAL,CZ,2008W08,2083,8,2008,2008-02-24,2020-02-24,2754,2083
NR,T,TOTAL,CZ,2008W07,2054,7,2008,2008-02-17,2020-02-17,2732,2054
NR,T,TOTAL,CZ,2008W06,2024,6,2008,2008-02-10,2020-02-10,2640,2024
NR,T,TOTAL,CZ,2008W05,2091,5,2008,2008-02-03,2020-02-03,2598,2091
NR,T,TOTAL,CZ,2008W04,2011,4,2008,2008-01-27,2020-01-27,2761,2011
NR,T,TOTAL,CZ,2008W03,2243,3,2008,2008-01-20,2020-01-20,2833,1997
NR,T,TOTAL,CZ,2008W02,2217,2,2008,2008-01-13,2020-01-13,2811,1978
NR,T,TOTAL,CZ,2008W01,2323,1,2008,2008-01-06,2020-01-06,2763,2099
NR,T,TOTAL,CZ,2007W52,2277,52,2007,2007-12-30,2020-12-30,2620,1967
NR,T,TOTAL,CZ,2007W51,2077,51,2007,2007-12-23,2020-12-23,2435,1951
NR,T,TOTAL,CZ,2007W50,2054,50,2007,2007-12-16,2020-12-16,2226,1926
NR,T,TOTAL,CZ,2007W49,2069,49,2007,2007-12-09,2020-12-09,2241,1986
NR,T,TOTAL,CZ,2007W48,2092,48,2007,2007-12-02,2020-12-02,2153,1903
NR,T,TOTAL,CZ,2007W47,2094,47,2007,2007-11-25,2020-11-25,2173,1865
NR,T,TOTAL,CZ,2007W46,2036,46,2007,2007-11-18,2020-11-18,2231,1911
NR,T,TOTAL,CZ,2007W45,1942,45,2007,2007-11-11,2020-11-11,2110,1881
NR,T,TOTAL,CZ,2007W44,1964,44,2007,2007-11-04,2020-11-04,2148,1862
NR,T,TOTAL,CZ,2007W43,2034,43,2007,2007-10-28,2020-10-28,2139,1945
NR,T,TOTAL,CZ,2007W42,1999,42,2007,2007-10-21,2020-10-21,2142,1924
NR,T,TOTAL,CZ,2007W41,2002,41,2007,2007-10-14,2020-10-14,2197,1988
NR,T,TOTAL,CZ,2007W40,2023,40,2007,2007-10-07,2020-10-07,2235,1920
NR,T,TOTAL,CZ,2007W39,2036,39,2007,2007-09-30,2020-09-30,2157,1874
NR,T,TOTAL,CZ,2007W38,1911,38,2007,2007-09-23,2020-09-23,2134,1834
NR,T,TOTAL,CZ,2007W37,1943,37,2007,2007-09-16,2020-09-16,2026,1877
NR,T,TOTAL,CZ,2007W36,1890,36,2007,2007-09-09,2020-09-09,2029,1849
NR,T,TOTAL,CZ,2007W35,1715,35,2007,2007-09-02,2020-09-02,2151,1715
NR,T,TOTAL,CZ,2007W34,1859,34,2007,2007-08-26,2020-08-26,2078,1813
NR,T,TOTAL,CZ,2007W33,1816,33,2007,2007-08-19,2020-08-19,2521,1757
NR,T,TOTAL,CZ,2007W32,1933,32,2007,2007-08-12,2020-08-12,2156,1758
NR,T,TOTAL,CZ,2007W31,1712,31,2007,2007-08-05,2020-08-05,2379,1712
NR,T,TOTAL,CZ,2007W30,1812,30,2007,2007-07-29,2020-07-29,2171,1770
NR,T,TOTAL,CZ,2007W29,2214,29,2007,2007-07-22,2020-07-22,2214,1753
NR,T,TOTAL,CZ,2007W28,1981,28,2007,2007-07-15,2020-07-15,2218,1833
NR,T,TOTAL,CZ,2007W27,1814,27,2007,2007-07-08,2020-07-08,2101,1777
NR,T,TOTAL,CZ,2007W26,1790,26,2007,2007-07-01,2020-07-01,2067,1790
NR,T,TOTAL,CZ,2007W25,1817,25,2007,2007-06-24,2020-06-24,2338,1761
NR,T,TOTAL,CZ,2007W24,1887,24,2007,2007-06-17,2020-06-17,2145,1861
NR,T,TOTAL,CZ,2007W23,1872,23,2007,2007-06-10,2020-06-10,2183,1836
NR,T,TOTAL,CZ,2007W22,1830,22,2007,2007-06-03,2020-06-03,2093,1830
NR,T,TOTAL,CZ,2007W21,2019,21,2007,2007-05-27,2020-05-27,2069,1892
NR,T,TOTAL,CZ,2007W20,1990,20,2007,2007-05-20,2020-05-20,2025,1876
NR,T,TOTAL,CZ,2007W19,1979,19,2007,2007-05-13,2020-05-13,2093,1904
NR,T,TOTAL,CZ,2007W18,1936,18,2007,2007-05-06,2020-05-06,2102,1897
NR,T,TOTAL,CZ,2007W17,1981,17,2007,2007-04-29,2020-04-29,2258,1957
NR,T,TOTAL,CZ,2007W16,1989,16,2007,2007-04-22,2020-04-22,2192,1949
NR,T,TOTAL,CZ,2007W15,2008,15,2007,2007-04-15,2020-04-15,2272,1948
NR,T,TOTAL,CZ,2007W14,1975,14,2007,2007-04-08,2020-04-08,2448,1953
NR,T,TOTAL,CZ,2007W13,2045,13,2007,2007-04-01,2020-04-01,2383,2027
NR,T,TOTAL,CZ,2007W12,2071,12,2007,2007-03-25,2020-03-25,2607,2045
NR,T,TOTAL,CZ,2007W11,2020,11,2007,2007-03-18,2020-03-18,2782,2020
NR,T,TOTAL,CZ,2007W10,2064,10,2007,2007-03-11,2020-03-11,2994,2032
NR,T,TOTAL,CZ,2007W09,2144,9,2007,2007-03-04,2020-03-04,2819,2011
NR,T,TOTAL,CZ,2007W08,2139,8,2007,2007-02-25,2020-02-25,2754,2083
NR,T,TOTAL,CZ,2007W07,2227,7,2007,2007-02-18,2020-02-18,2732,2054
NR,T,TOTAL,CZ,2007W06,2275,6,2007,2007-02-11,2020-02-11,2640,2024
NR,T,TOTAL,CZ,2007W05,2287,5,2007,2007-02-04,2020-02-04,2598,2091
NR,T,TOTAL,CZ,2007W04,2185,4,2007,2007-01-28,2020-01-28,2761,2011
NR,T,TOTAL,CZ,2007W03,2190,3,2007,2007-01-21,2020-01-21,2833,1997
NR,T,TOTAL,CZ,2007W02,2102,2,2007,2007-01-14,2020-01-14,2811,1978
NR,T,TOTAL,CZ,2007W01,2149,1,2007,2007-01-07,2020-01-07,2763,2099
NR,T,TOTAL,CZ,2006W52,2039,52,2006,2006-12-31,2020-12-31,2620,1967
NR,T,TOTAL,CZ,2006W51,1951,51,2006,2006-12-24,2020-12-24,2435,1951
NR,T,TOTAL,CZ,2006W50,1926,50,2006,2006-12-17,2020-12-17,2226,1926
NR,T,TOTAL,CZ,2006W49,1986,49,2006,2006-12-10,2020-12-10,2241,1986
NR,T,TOTAL,CZ,2006W48,1903,48,2006,2006-12-03,2020-12-03,2153,1903
NR,T,TOTAL,CZ,2006W47,1865,47,2006,2006-11-26,2020-11-26,2173,1865
NR,T,TOTAL,CZ,2006W46,2018,46,2006,2006-11-19,2020-11-19,2231,1911
NR,T,TOTAL,CZ,2006W45,1992,45,2006,2006-11-12,2020-11-12,2110,1881
NR,T,TOTAL,CZ,2006W44,2060,44,2006,2006-11-05,2020-11-05,2148,1862
NR,T,TOTAL,CZ,2006W43,2031,43,2006,2006-10-29,2020-10-29,2139,1945
NR,T,TOTAL,CZ,2006W42,2074,42,2006,2006-10-22,2020-10-22,2142,1924
NR,T,TOTAL,CZ,2006W41,2033,41,2006,2006-10-15,2020-10-15,2197,1988
NR,T,TOTAL,CZ,2006W40,1920,40,2006,2006-10-08,2020-10-08,2235,1920
NR,T,TOTAL,CZ,2006W39,1874,39,2006,2006-10-01,2020-10-01,2157,1874
NR,T,TOTAL,CZ,2006W38,1935,38,2006,2006-09-24,2020-09-24,2134,1834
NR,T,TOTAL,CZ,2006W37,2026,37,2006,2006-09-17,2020-09-17,2026,1877
NR,T,TOTAL,CZ,2006W36,2029,36,2006,2006-09-10,2020-09-10,2029,1849
NR,T,TOTAL,CZ,2006W35,1858,35,2006,2006-09-03,2020-09-03,2151,1715
NR,T,TOTAL,CZ,2006W34,1940,34,2006,2006-08-27,2020-08-27,2078,1813
NR,T,TOTAL,CZ,2006W33,1945,33,2006,2006-08-20,2020-08-20,2521,1757
NR,T,TOTAL,CZ,2006W32,1784,32,2006,2006-08-13,2020-08-13,2156,1758
NR,T,TOTAL,CZ,2006W31,1877,31,2006,2006-08-06,2020-08-06,2379,1712
NR,T,TOTAL,CZ,2006W30,2125,30,2006,2006-07-30,2020-07-30,2171,1770
NR,T,TOTAL,CZ,2006W29,1970,29,2006,2006-07-23,2020-07-23,2214,1753
NR,T,TOTAL,CZ,2006W28,1979,28,2006,2006-07-16,2020-07-16,2218,1833
NR,T,TOTAL,CZ,2006W27,1953,27,2006,2006-07-09,2020-07-09,2101,1777
NR,T,TOTAL,CZ,2006W26,1854,26,2006,2006-07-02,2020-07-02,2067,1790
NR,T,TOTAL,CZ,2006W25,2014,25,2006,2006-06-25,2020-06-25,2338,1761
NR,T,TOTAL,CZ,2006W24,2076,24,2006,2006-06-18,2020-06-18,2145,1861
NR,T,TOTAL,CZ,2006W23,1976,23,2006,2006-06-11,2020-06-11,2183,1836
NR,T,TOTAL,CZ,2006W22,1917,22,2006,2006-06-04,2020-06-04,2093,1830
NR,T,TOTAL,CZ,2006W21,1973,21,2006,2006-05-28,2020-05-28,2069,1892
NR,T,TOTAL,CZ,2006W20,1975,20,2006,2006-05-21,2020-05-21,2025,1876
NR,T,TOTAL,CZ,2006W19,1960,19,2006,2006-05-14,2020-05-14,2093,1904
NR,T,TOTAL,CZ,2006W18,1920,18,2006,2006-05-07,2020-05-07,2102,1897
NR,T,TOTAL,CZ,2006W17,2048,17,2006,2006-04-30,2020-04-30,2258,1957
NR,T,TOTAL,CZ,2006W16,1970,16,2006,2006-04-23,2020-04-23,2192,1949
NR,T,TOTAL,CZ,2006W15,2027,15,2006,2006-04-16,2020-04-16,2272,1948
NR,T,TOTAL,CZ,2006W14,1953,14,2006,2006-04-09,2020-04-09,2448,1953
NR,T,TOTAL,CZ,2006W13,2027,13,2006,2006-04-02,2020-04-02,2383,2027
NR,T,TOTAL,CZ,2006W12,2045,12,2006,2006-03-26,2020-03-26,2607,2045
NR,T,TOTAL,CZ,2006W11,2108,11,2006,2006-03-19,2020-03-19,2782,2020
NR,T,TOTAL,CZ,2006W10,2067,10,2006,2006-03-12,2020-03-12,2994,2032
NR,T,TOTAL,CZ,2006W09,2080,9,2006,2006-03-05,2020-03-05,2819,2011
NR,T,TOTAL,CZ,2006W08,2158,8,2006,2006-02-26,2020-02-26,2754,2083
NR,T,TOTAL,CZ,2006W07,2143,7,2006,2006-02-19,2020-02-19,2732,2054
NR,T,TOTAL,CZ,2006W06,2145,6,2006,2006-02-12,2020-02-12,2640,2024
NR,T,TOTAL,CZ,2006W05,2111,5,2006,2006-02-05,2020-02-05,2598,2091
NR,T,TOTAL,CZ,2006W04,2155,4,2006,2006-01-29,2020-01-29,2761,2011
NR,T,TOTAL,CZ,2006W03,2169,3,2006,2006-01-22,2020-01-22,2833,1997
NR,T,TOTAL,CZ,2006W02,2057,2,2006,2006-01-15,2020-01-15,2811,1978
NR,T,TOTAL,CZ,2006W01,2101,1,2006,2006-01-08,2020-01-08,2763,2099
NR,T,TOTAL,CZ,2005W52,2112,52,2005,2006-01-01,2020-01-01,2620,1967
NR,T,TOTAL,CZ,2005W51,2024,51,2005,2005-12-25,2020-12-25,2435,1951
NR,T,TOTAL,CZ,2005W50,2068,50,2005,2005-12-18,2020-12-18,2226,1926
NR,T,TOTAL,CZ,2005W49,2018,49,2005,2005-12-11,2020-12-11,2241,1986
NR,T,TOTAL,CZ,2005W48,2113,48,2005,2005-12-04,2020-12-04,2153,1903
NR,T,TOTAL,CZ,2005W47,2060,47,2005,2005-11-27,2020-11-27,2173,1865
NR,T,TOTAL,CZ,2005W46,1977,46,2005,2005-11-20,2020-11-20,2231,1911
NR,T,TOTAL,CZ,2005W45,1881,45,2005,2005-11-13,2020-11-13,2110,1881
NR,T,TOTAL,CZ,2005W44,1946,44,2005,2005-11-06,2020-11-06,2148,1862
NR,T,TOTAL,CZ,2005W43,1947,43,2005,2005-10-30,2020-10-30,2139,1945
NR,T,TOTAL,CZ,2005W42,2063,42,2005,2005-10-23,2020-10-23,2142,1924
NR,T,TOTAL,CZ,2005W41,1988,41,2005,2005-10-16,2020-10-16,2197,1988
NR,T,TOTAL,CZ,2005W40,2011,40,2005,2005-10-09,2020-10-09,2235,1920
NR,T,TOTAL,CZ,2005W39,1973,39,2005,2005-10-02,2020-10-02,2157,1874
NR,T,TOTAL,CZ,2005W38,1976,38,2005,2005-09-25,2020-09-25,2134,1834
NR,T,TOTAL,CZ,2005W37,1920,37,2005,2005-09-18,2020-09-18,2026,1877
NR,T,TOTAL,CZ,2005W36,1982,36,2005,2005-09-11,2020-09-11,2029,1849
NR,T,TOTAL,CZ,2005W35,1886,35,2005,2005-09-04,2020-09-04,2151,1715
NR,T,TOTAL,CZ,2005W34,2001,34,2005,2005-08-28,2020-08-28,2078,1813
NR,T,TOTAL,CZ,2005W33,1967,33,2005,2005-08-21,2020-08-21,2521,1757
NR,T,TOTAL,CZ,2005W32,1758,32,2005,2005-08-14,2020-08-14,2156,1758
NR,T,TOTAL,CZ,2005W31,1876,31,2005,2005-08-07,2020-08-07,2379,1712
NR,T,TOTAL,CZ,2005W30,2099,30,2005,2005-07-31,2020-07-31,2171,1770
NR,T,TOTAL,CZ,2005W29,1996,29,2005,2005-07-24,2020-07-24,2214,1753
NR,T,TOTAL,CZ,2005W28,1984,28,2005,2005-07-17,2020-07-17,2218,1833
NR,T,TOTAL,CZ,2005W27,1777,27,2005,2005-07-10,2020-07-10,2101,1777
NR,T,TOTAL,CZ,2005W26,1815,26,2005,2005-07-03,2020-07-03,2067,1790
NR,T,TOTAL,CZ,2005W25,1972,25,2005,2005-06-26,2020-06-26,2338,1761
NR,T,TOTAL,CZ,2005W24,1930,24,2005,2005-06-19,2020-06-19,2145,1861
NR,T,TOTAL,CZ,2005W23,1849,23,2005,2005-06-12,2020-06-12,2183,1836
NR,T,TOTAL,CZ,2005W22,1931,22,2005,2005-06-05,2020-06-05,2093,1830
NR,T,TOTAL,CZ,2005W21,2046,21,2005,2005-05-29,2020-05-29,2069,1892
NR,T,TOTAL,CZ,2005W20,1985,20,2005,2005-05-22,2020-05-22,2025,1876
NR,T,TOTAL,CZ,2005W19,1955,19,2005,2005-05-15,2020-05-15,2093,1904
NR,T,TOTAL,CZ,2005W18,1940,18,2005,2005-05-08,2020-05-08,2102,1897
NR,T,TOTAL,CZ,2005W17,2008,17,2005,2005-05-01,2020-05-01,2258,1957
NR,T,TOTAL,CZ,2005W16,2011,16,2005,2005-04-24,2020-04-24,2192,1949
NR,T,TOTAL,CZ,2005W15,2058,15,2005,2005-04-17,2020-04-17,2272,1948
NR,T,TOTAL,CZ,2005W14,2165,14,2005,2005-04-10,2020-04-10,2448,1953
NR,T,TOTAL,CZ,2005W13,2229,13,2005,2005-04-03,2020-04-03,2383,2027
NR,T,TOTAL,CZ,2005W12,2353,12,2005,2005-03-27,2020-03-27,2607,2045
NR,T,TOTAL,CZ,2005W11,2513,11,2005,2005-03-20,2020-03-20,2782,2020
NR,T,TOTAL,CZ,2005W10,2583,10,2005,2005-03-13,2020-03-13,2994,2032
NR,T,TOTAL,CZ,2005W09,2520,9,2005,2005-03-06,2020-03-06,2819,2011
NR,T,TOTAL,CZ,2005W08,2499,8,2005,2005-02-27,2020-02-27,2754,2083
NR,T,TOTAL,CZ,2005W07,2504,7,2005,2005-02-20,2020-02-20,2732,2054
NR,T,TOTAL,CZ,2005W06,2436,6,2005,2005-02-13,2020-02-13,2640,2024
NR,T,TOTAL,CZ,2005W05,2323,5,2005,2005-02-06,2020-02-06,2598,2091
NR,T,TOTAL,CZ,2005W04,2198,4,2005,2005-01-30,2020-01-30,2761,2011
NR,T,TOTAL,CZ,2005W03,2219,3,2005,2005-01-23,2020-01-23,2833,1997
NR,T,TOTAL,CZ,2005W02,2033,2,2005,2005-01-16,2020-01-16,2811,1978
NR,T,TOTAL,CZ,2005W01,2130,1,2005,2005-01-09,2020-01-09,2763,2099
